FSA04748_LINE,FSA04748_LINE_NAME,RESIDUAL_FSA_BUCKET,CONTRACTUAL_FSA_BUCKET,MATURITY_DATE,ISSUE_MONTH,CONTRACTUAL_MATURITY,WEIGHTING,COUPON,Market,Start Date,Company Name,Security Name,TIDM,ISIN,Security Description, Money Raised (£m) ,Country of Incorporation,World Region,Market Segment Code,Market Segment,Market Sector Code,Trading Currency
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,20/07/2021,7,6.0,2,N/A,MAIN,20/07/2015,INVESTEC BANK PLC,IMP 83S DUAL INDEX INC NT 20/07/21 GBP1 ,91NN,GB00BXDZ3H08,Medium Term Loans,0.338534,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,01/09/2021,9,6.0,18,N/A,MAIN,01/09/2015,INVESTEC BANK PLC,IMP 89 REV CNV NTS ENHCD GBP 01/09/21   ,92AL,GB00BYP1SM31,Medium Term Loans,3.08,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,01/09/2021,9,6.0,1,N/A,MAIN,01/09/2015,INVESTEC BANK PLC,IMP90S N BR DUAL IDX LK NTS GBP 01/09/21,92BM,GB00BYP1SP61,Medium Term Loans,0.175,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,20/03/2020,3,5.0,71,2.25%,MAIN,23/03/2015,INVESTEC BANK PLC,2.25% NTS 20/03/20 EUR100000            ,75ZE,XS1204138561,Medium Term Loans,14.30512839,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR
42,Structured notes,> 10 years,> 10 years,10/12/2025,4,10.7,214,N/A,MAIN,01/04/2015,INVESTEC BANK PLC,IMP SEC BT 4.2% FXD/FRN 10/12/25 GBP1000,IM72,XS1204597758,Medium Term Loans,20,UK,Europe,STBS,STERLING BONDS QUOTED,SBDL,GBP
40,Senior securities,> 5 years <= 10 years,> 5 years <= 10 years,03/06/2021,3,6.2,62,N/A,MAIN,18/03/2015,INVESTEC BANK PLC,FRN 03/06/21 GBP1000                    ,75XI,XS1204623349,Medium Term Loans,10,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP
42,Structured notes,> 2 years <= 5 years,> 5 years <= 10 years,22/06/2020,6,5.0,13,N/A,MAIN,22/06/2015,INVESTEC BANK PLC,IMPALA 1.8% CR LKD NT 22/06/20 EUR100000,87QS,XS1225163002,Medium Term Loans,2.644544269,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,20/07/2021,7,6.0,10,N/A,MAIN,20/07/2015,INVESTEC BANK PLC,KICKOUT NTS CAP AT RISK 20/07/21 GBP1   ,91QQ,XS1233315917,Medium Term Loans,1.593255,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,20/07/2021,7,6.0,24,N/A,MAIN,20/07/2015,INVESTEC BANK PLC,MULTI EQ KO NTS CAP AT RISK 20/7/21 GBP1,91PN,XS1233316642,Medium Term Loans,3.966932,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,20/07/2021,7,6.0,59,N/A,MAIN,20/07/2015,INVESTEC BANK PLC,KICKOUT NTS CAP AT RISK 20/07/21 GBP1   ,91OS,XS1234269832,Medium Term Loans,9.846862,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,20/07/2021,7,6.0,16,N/A,MAIN,20/07/2015,INVESTEC BANK PLC,KICKOUT NTS CAP AT RISK 20/07/21 GBP1   ,91OQ,XS1234269915,Medium Term Loans,2.693954,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,20/07/2021,7,6.0,88,N/A,MAIN,20/07/2015,INVESTEC BANK PLC,KICKOUT NTS CAP AT RISK 20/07/21 GBP1   ,91NQ,XS1234270681,Medium Term Loans,14.722829,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP
42,Structured notes,> 10 years,> 10 years,31/12/2031,6,16.6,154,N/A,MAIN,12/06/2015,INVESTEC BANK PLC,IMPALA SEC 0% NTS 31/12/31 GBP100000    ,67YQ,XS1240325982,Medium Term Loans,9.299999997,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,28/05/2021,6,6.0,11,N/A,MAIN,04/06/2015,INVESTEC BANK PLC,IMPALA KICK OT CAP RISK 28/05/21 USD1000,67XS,XS1242976568,Medium Term Loans,1.802451334,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,28/05/2021,6,6.0,11,N/A,MAIN,04/06/2015,INVESTEC BANK PLC,KICK OUT NTS CAP RISK 28/05/21 USD1000  ,67XJ,XS1242977293,Medium Term Loans,1.802451334,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD
42,Structured notes,> 10 years,> 10 years,04/06/2050,6,35.0,"1,049",N/A,MAIN,30/06/2015,INVESTEC BANK PLC,IMP AVIVA 5.125%FXD-FRN 04/06/50 GBP1000,IM88,XS1246232604,Medium Term Loans,30,UK,Europe,STBS,STERLING BONDS QUOTED,SBDL,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,01/09/2021,9,6.0,54,N/A,MAIN,01/09/2015,INVESTEC BANK PLC,KO NTS CAP RK 01/09/21 GBP1             ,92FF,XS1251929128,Medium Term Loans,9.05,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,01/09/2021,9,6.0,7,N/A,MAIN,01/09/2015,INVESTEC BANK PLC,KO NTS CAR 01/09/21 GBP1                ,92EJ,XS1251929391,Medium Term Loans,1.16,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,01/09/2021,9,6.0,65,N/A,MAIN,01/09/2015,INVESTEC BANK PLC,KO NTS  CAR 01/09/21 GBP1               ,92EQ,XS1251929474,Medium Term Loans,10.85,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,01/09/2021,9,6.0,4,N/A,MAIN,01/09/2015,INVESTEC BANK PLC,KO NTS CAP RSK 01/09/21 GBP1            ,92EB,XS1251929557,Medium Term Loans,0.745,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,01/09/2021,9,6.0,18,N/A,MAIN,01/09/2015,INVESTEC BANK PLC,MULTI EQTY KO NTS CAP RSK 01/09/21 GBP1 ,92CK,XS1251929631,Medium Term Loans,2.95,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,01/09/2021,9,6.0,5,N/A,MAIN,01/09/2015,INVESTEC BANK PLC,MULTI EQTY KO NTS CAR 01/09/21 GBP1     ,92CE,XS1251929714,Medium Term Loans,0.88,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP
42,Structured notes,> 2 years <= 5 years,> 5 years <= 10 years,22/09/2020,9,5.0,31,N/A,MAIN,22/09/2015,INVESTEC BANK PLC,IMP FXD RT CR LKD NTS 22/09/20 EUR100000,13BD,XS1253852658,Medium Term Loans,6.203473945,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR
42,Structured notes,> 2 years <= 5 years,> 5 years <= 10 years,07/08/2020,8,5.0,1,N/A,MAIN,07/08/2015,INVESTEC BANK PLC,UP NTS WITH CAP AT RISK 07/08/20 EUR1000,91ZR,XS1255409705,Medium Term Loans,0.2323616392,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,EUR
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,23/07/2021,7,6.0,14,N/A,MAIN,30/07/2015,INVESTEC BANK PLC,UPSIDE NTS CAP AT RISK 23/7/21 USD500000,92MH,XS1263853746,Medium Term Loans,2.261712439,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,06/08/2021,8,6.0,6,N/A,MAIN,06/08/2015,INVESTEC BANK PLC,MULTI EQ KO NT 06/08/21(BSKT OF IDX)GBP ,92ZH,XS1272201663,Medium Term Loans,1,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,09/09/2021,9,6.0,8,N/A,MAIN,04/09/2015,INVESTEC BANK PLC,IMP EVEN 30 6 CAP PRO NT 09/09/21 USD   ,94LV,XS1277575939,Medium Term Loans,1.299460724,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,USD
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,16/12/2024,9,9.3,232,N/A,MAIN,08/09/2015,INVESTEC BANK PLC,IMP 3%/FRN 16/12/24(A RATED BSKT)GBP    ,IM90,XS1278289977,Medium Term Loans,25,UK,Europe,STBS,STERLING BONDS QUOTED,SBDL,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,27/09/2021,9,6.0,2,N/A,MAIN,25/09/2015,INVESTEC BANK PLC,KO NTS CAP AT RSK 27/09/21 GBP1000      ,23GF,XS1278727323,Medium Term Loans,0.35,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,29/09/2021,9,6.0,6,N/A,MAIN,24/09/2015,INVESTEC BANK PLC,IMP EV 30 6YR 90%CAP NT 29/09/21 GBP1000,23FK,XS1278762825,Medium Term Loans,1,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,24/09/2021,9,6.0,6,N/A,MAIN,24/09/2015,INVESTEC BANK PLC,KO NTS CAP AT RSK 24/09/21 GBP1000      ,19OU,XS1278830846,Medium Term Loans,1,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,GBP
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,24/09/2021,9,6.0,4,N/A,MAIN,24/09/2015,INVESTEC BANK PLC,KO NTS CAP AT RSK 24/09/21 USD1000      ,17RP,XS1278831901,Medium Term Loans,0.639100147,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,USD
42,Structured notes,> 5 years <= 10 years,> 5 years <= 10 years,24/08/2021,9,6.0,12,N/A,MAIN,02/09/2015,INVESTEC BANK PLC,IMPALA PHO KICK CAP NTS 24/08/21 USD1000,94HW,XS1282989323,Medium Term Loans,1.949191086,UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,USD
40,Senior securities,> 5 years <= 10 years,> 5 years <= 10 years,05/05/2022,5,7.0,"2,093",4.50%,MAIN,05/05/2015,INVESTEC PLC,4.5% NTS 05/05/22 GBP100000             ,79DV,XS1227242630,Medium Term Loans,298.782,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP
42,Structured notes,> 10 years,> 10 years,UNDATED,4,UNDATED,N/A,N/A,MAIN,02/04/2015,ISHARES II PLC,JPX NIKKEI 400 EUR HDG UCITS(EUR)       ,NK4E,IE00BQT3W831,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,EUR
42,Structured notes,> 10 years,> 10 years,UNDATED,3,UNDATED,N/A,N/A,MAIN,18/03/2015,ISHARES III PLC,ISHARES MSCI TARGT UK R.EST GBP UCTS    ,UKRE,IE00BRHZ0398,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,ETLL,GBX
42,Structured notes,> 10 years,> 10 years,UNDATED,3,UNDATED,N/A,N/A,MAIN,18/03/2015,ISHARES III PLC,ISHARES MSCI TARGT UK R.EST GBP(EUR) UCT,UKPR,IE00BRHZ0398,Structured Products,,Republic of Ireland,Europe,ETF2,EXCHANGE TRADED FUNDS (MULTI-CURRENCY),EFLL,EUR
42,Structured notes,> 10 years,> 10 years,UNDATED,1,UNDATED,N/A,N/A,MAIN,13/01/2015,ISHARES III PLC,ISHARES MSCI TARGT USA R.EST USD UCT    ,USRE,IE00BRHZ0620,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,ETLL,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,1,UNDATED,N/A,N/A,MAIN,13/01/2015,ISHARES III PLC,ISHARES MSCI TARGT USA R.EST USD(GBP)UCT,USPR,IE00BRHZ0620,Structured Products,,Republic of Ireland,Europe,ETF2,EXCHANGE TRADED FUNDS (MULTI-CURRENCY),EFLL,GBX
42,Structured notes,> 10 years,> 10 years,UNDATED,2,UNDATED,N/A,N/A,MAIN,04/02/2015,ISHARES III PLC,EURO CORP BD BBB-BB UCITS EUR           ,IEBB,IE00BSKRK281,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,ETLL,EUR
42,Structured notes,> 10 years,> 10 years,UNDATED,2,UNDATED,N/A,N/A,MAIN,04/02/2015,ISHARES III PLC,EURO CORP BD BBB-BB UCITS EUR(GBP)      ,ISBB,IE00BSKRK281,Structured Products,,Republic of Ireland,Europe,ETF2,EXCHANGE TRADED FUNDS (MULTI-CURRENCY),EFLL,GBX
42,Structured notes,> 10 years,> 10 years,UNDATED,1,UNDATED,N/A,N/A,MAIN,19/01/2015,ISHARES IV PLC,MSCI EUROPE QUALITY FACTOR UCITS(EUR)   ,IEQU,IE00BQN1K562,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,EUR
42,Structured notes,> 10 years,> 10 years,UNDATED,1,UNDATED,N/A,N/A,MAIN,19/01/2015,ISHARES IV PLC,MSCI EUROPE MOMENTUM FACTOR UCITS(EUR)  ,IEMO,IE00BQN1K786,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,EUR
42,Structured notes,> 10 years,> 10 years,UNDATED,1,UNDATED,N/A,N/A,MAIN,19/01/2015,ISHARES IV PLC,MSCI EUROPE VALUE FACTOR UCITS(EUR)     ,IEVL,IE00BQN1K901,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,EUR
42,Structured notes,> 10 years,> 10 years,UNDATED,1,UNDATED,N/A,N/A,MAIN,19/01/2015,ISHARES IV PLC,MSCI EUROPE SIZE FACTOR UCITS(EUR)      ,IESZ,IE00BQN1KC32,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,EUR
42,Structured notes,> 10 years,> 10 years,UNDATED,2,UNDATED,N/A,N/A,MAIN,04/02/2015,ISHARES IV PLC,ISHARES US EQTY BUYBACK ACHIEV USD      ,BACK,IE00BQT3VN15,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,4,UNDATED,N/A,N/A,MAIN,13/04/2015,ISHARES IV PLC,ISHARES MSCI CHINA A USD                ,CNYA,IE00BQT3WG13,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,1,UNDATED,N/A,N/A,MAIN,21/01/2015,ISHARES IV PLC,EURO GOV BD 20YR TARGT DURTN UCITS(EUR) ,E20Y,IE00BSKRJX20,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,EUR
42,Structured notes,> 10 years,> 10 years,UNDATED,1,UNDATED,N/A,N/A,MAIN,21/01/2015,ISHARES IV PLC,USD TREASURY BD 20YR UCITS USD(USD)     ,IDTL,IE00BSKRJZ44,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,3,UNDATED,N/A,N/A,MAIN,11/03/2015,ISHARES IV PLC,IBONDS SEP 2018 USD CORPORATE USD UCITS ,UI18,IE00BVC3VM20,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,9,UNDATED,N/A,N/A,MAIN,08/09/2015,ISHARES IV PLC,FACTORSELECT MSCI USA UCITS ETF(USD)    ,IFSU,IE00BZ0PKS76,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,9,UNDATED,N/A,N/A,MAIN,08/09/2015,ISHARES IV PLC,FACTORSELECT MSCI WORLD UCITS ETF(USD)  ,IFSW,IE00BZ0PKT83,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,USD
42,Structured notes,> 10 years,> 10 years,UNDATED,9,UNDATED,N/A,N/A,MAIN,08/09/2015,ISHARES IV PLC,FACTORSELECT MSCI EUROPE UCITS ETF(EUR) ,IFSE,IE00BZ0PKV06,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,EUR
42,Structured notes,> 10 years,> 10 years,UNDATED,3,UNDATED,N/A,N/A,MAIN,19/03/2015,ISHARES PLC,USD TIPS UCITS                          ,O002,IE00B1FZSC47,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,EOTC,EUR
42,Structured notes,> 10 years,> 10 years,UNDATED,4,UNDATED,N/A,N/A,MAIN,02/04/2015,ISHARES PLC,MSCI EUROPE EX UK GBP HDG UCITS(GBP)    ,EUXS,IE00BVDPJP67,Structured Products,,Republic of Ireland,Europe,ETFS,EXCHANGE TRADED FUNDS,ETLL,GBX
42,Structured notes,> 10 years,> 10 years,UNDATED,7,UNDATED,N/A,N/A,MAIN,03/07/2015,ISHARES VII PLC,ISHARES MSCI EMU USD HDG UCITS          ,EMUU,IE00BWZN1T31,Structured Products,,Republic of Ireland,Europe,EUET,ETFs – Euroclear Bank settlement ,UET1,USD
40,Senior securities,> 5 years <= 10 years,> 5 years <= 10 years,21/09/2022,9,7.0,"3,043",2.13%,MAIN,22/09/2015,ITV PLC,2.125% NTS 21/09/22 EUR100000           ,96FV,XS1292425664,Bonds,434.5485096,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIOW,EUR
40,Senior securities,> 5 years <= 10 years,> 10 years,13/02/2025,2,10.0,"6,508",2.38%,MAIN,13/02/2015,JAPAN FIN ORG FOR MUNICIPALITIES,2.375% NTS 13/02/25 USD200000 144A      ,63PQ,US471068AD80,Medium Term Loans,650.2872438,Japan,Asia,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD
40,Senior securities,> 5 years <= 10 years,> 5 years <= 10 years,21/04/2022,4,7.0,0,2.00%,MAIN,21/04/2015,JAPAN FIN ORG FOR MUNICIPALITIES,2% NTS 21/04/22 USD200000 144A          ,77KI,US471068AE63,Medium Term Loans,,Japan,Asia,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD
40,Senior securities,> 5 years <= 10 years,> 10 years,13/02/2025,2,10.0,"6,509",2.38%,MAIN,13/02/2015,JAPAN FIN ORG FOR MUNICIPALITIES,2.375% NTS 13/02/25 USD200000 REG S     ,63PP,XS1185955306,Medium Term Loans,650.33,Japan,Asia,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD
40,Senior securities,> 5 years <= 10 years,> 5 years <= 10 years,21/04/2022,4,7.0,"4,635",2.00%,MAIN,21/04/2015,JAPAN FIN ORG FOR MUNICIPALITIES,2% NTS 21/04/22 USD200000 REG S         ,77KC,XS1219588560,Medium Term Loans,661.6803142,Japan,Asia,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD
40,Senior securities,> 5 years <= 10 years,> 10 years,27/01/2025,1,10.0,"11,212",1.50%,MAIN,27/01/2015,JP MORGAN CHASE & CO,1.5% NTS 27/01/25 EUR100000             ,62ZX,XS1174469137,Medium Term Loans,1120.249785,USA,Rest of World,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,27/01/2020,1,5.0,"2,797",0.49%,MAIN,27/01/2015,JP MORGAN CHASE & CO,FRN 27/01/20 EUR100000                  ,63AM,XS1174472511,Medium Term Loans,559.0376525,USA,Rest of World,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR
40,Senior securities,> 10 years,> 10 years,30/01/2030,1,15.0,"3,342",1.75%,MAIN,30/01/2015,JP MORGAN CHASE & CO,1.75% NTS 30/01/30 EUR100000            ,63DR,XS1178242506,Medium Term Loans,222.6666867,USA,Rest of World,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,10/02/2020,2,5.0,"3,242",1.88%,MAIN,10/02/2015,JP MORGAN CHASE & CO,1.875% MTN 10/02/20 GBP100000           ,51UD,XS1185978696,Medium Term Loans,648.0045,USA,Rest of World,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,GBP
40,Senior securities,> 1 year <= 2 years,> 2 years <= 5 years,12/06/2017,6,2.0,"2,584",0.56%,MAIN,12/06/2015,JP MORGAN CHASE & CO,FRN 12/06/17 EUR100000                  ,67YO,XS1244560022,Medium Term Loans,1290.410508,USA,Rest of World,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,EUR
40,Senior securities,> 1 year <= 2 years,> 2 years <= 5 years,23/01/2017,1,2.0,32,0.54%,MAIN,23/01/2015,JYSKE BANK,0.54% NTS 23/01/17 SEK1000000           ,64YB,XS1171804682,Medium Term Loans,16.01461917,Denmark,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,SEK
40,Senior securities,> 1 year <= 2 years,> 2 years <= 5 years,23/01/2017,1,2.0,48,N/A,MAIN,23/01/2015,JYSKE BANK,FRN 23/01/17 SEK1000000                 ,64YI,XS1172240159,Medium Term Loans,24.02192876,Denmark,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,SEK
40,Senior securities,> 1 year <= 2 years,> 2 years <= 5 years,30/01/2017,1,2.0,80,N/A,MAIN,30/01/2015,JYSKE BANK,FLTG RT NTS 30/01/17 SEK1000000         ,50RN,XS1178098544,Medium Term Loans,40.11796275,Denmark,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,SEK
40,Senior securities,> 2 years <= 5 years,> 2 years <= 5 years,23/03/2018,3,3.0,"1,074",0.31%,MAIN,23/03/2015,JYSKE BANK,FRN 23/03/18 EUR100000                  ,75ZC,XS1207605210,Medium Term Loans,357.6282097,Denmark,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,27/03/2020,3,5.0,137,N/A,MAIN,27/03/2015,JYSKE BANK,FRN 27/03/20 SEK1000000                 ,66VW,XS1209513867,Medium Term Loans,27.30236985,Denmark,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,SEK
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,27/03/2020,4,5.0,38,N/A,MAIN,15/04/2015,JYSKE BANK,FRN 27/03/20 SEK1000000                 ,76SN,XS1218372859,Medium Term Loans,7.766342228,Denmark,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,SEK
40,Senior securities,> 2 years <= 5 years,> 5 years <= 10 years,22/04/2020,4,5.0,310,0.91%,MAIN,22/04/2015,JYSKE BANK,0.91% NTS 22/04/20 SEK1000000           ,77LJ,XS1221955625,Medium Term Loans,61.9794693,Denmark,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,SEK
40,Senior securities,> 2 years <= 5 years,> 2 years <= 5 years,27/03/2020,4,4.9,38,N/A,MAIN,27/04/2015,JYSKE BANK,FRN 27/03/20 SEK1000000                 ,78DF,XS1224700754,Medium Term Loans,7.747433663,Denmark,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,SEK
40,Senior securities,> 5 years <= 10 years,> 5 years <= 10 years,02/06/2022,6,7.0,50,1.00%,MAIN,02/06/2015,JYSKE BANK,1% NTS 02/06/22 EUR100000               ,83DY,XS1241199360,Medium Term Loans,7.203450755,Denmark,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
40,Senior securities,> 6 months <= 1 year,> 1 year <= 2 years,28/09/2016,9,1.0,15,0.19%,MAIN,28/09/2015,JYSKE BANK,FRN 28/09/16 EUR100000                  ,34IX,XS1297712249,Medium Term Loans,14.59640928,Denmark,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIDW,EUR
40,Senior securities,> 5 years <= 10 years,> 5 years <= 10 years,30/06/2022,7,7.0,"2,067",3.95%,MAIN,01/07/2015,KENNEDY WILSON EUROPE REAL EST. PLC,3.95% BDS 30/06/22 GBP100000            ,87YT,XS1117292554,Bonds,295.221,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIOW,GBP
42,Structured notes,> 5 years <= 10 years,> 10 years,31/03/2025,4,10.0,0,2.47%,MAIN,02/04/2015,KHADRAWY LIMITED,2.471% TRUST CERT 31/03/25 USD200000144A,66XO,US49374GAA76,Medium Term Loans,0,Cayman Islands,Rest of World,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,USD
42,Structured notes,> 5 years <= 10 years,> 10 years,31/03/2025,4,10.0,"6,140",2.47%,MAIN,02/04/2015,KHADRAWY LIMITED,2.471% TRUST CERT 31/03/25 USD200000REGS,66XL,XS1203164782,Medium Term Loans,613.7989916,Cayman Islands,Rest of World,CWNR,CORPORATE WSALE.DBT.REG.MKT.,NIDW,USD
40,Senior securities,> 10 years,> 10 years,10/06/2045,6,30.0,"13,055",4.25%,MAIN,11/06/2015,KOMMUNAL LANDSPENSJONSKASSE GJENSID,4.25% BDS 10/06/45 EUR100000            ,83WO,XS1217882171,Bonds,434.8836529,Norway,Europe,CWNR,CORPORATE WSALE.DBT.REG.MKT.,EIOW,EUR
40,Senior securities,> 10 years,> 10 years,22/12/2054,8,39.4,"11,822",1.12%,MAIN,06/08/2015,LANARK MASTER ISSUER PLC,FRN 22/12/54 GBP100000 15-1 1A          ,92ZM,XS1267594288,Medium Term Loans,300,UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP
