ISIN,PRA_ITEM_4748,SECURITY_NAME,COUPON_RATE,3M_LIBOR,SPREAD,COUPON,COMPANY_NAME,COMPANY_PARENT,ICB_INDUSTRY,INDEX,SECURITY_START_DATE,MATURITY_DATE,DURATION,CURRENT_ISSUANCE,COMPANY_RANK,TIDM,SECURITY_DESCRIPTION,WEIGHTED_AVG,MONEY_RAISED_GBP,COUNTRY_OF_INCORPORATION,WORLD_REGION,MARKET_SEGMENT_CODE,MARKET_SEGMENT,MARKET_SECTOR_CODE,PARENT_CURRENCY,TRADING_CURRENCY
XS1223165306,42,CLB DUAL RNG ACR NTS 24/04/25 USD1000000,n/a,0.12%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,24/04/2015,24/04/2025,10,1,6,77YK,Medium Term Loans,#VALUE!,"16,642,258",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS1219503676,42,CLB DUAL RNG ACR NTS 24/04/25 USD200000 ,n/a,0.12%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,24/04/2015,24/04/2025,10,1,6,77YL,Medium Term Loans,#VALUE!,"6,656,903",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS1113253246,42,CLB FR DL RNG ACC NTS 01/10/24 USD200000,n/a,0.12%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,01/10/2014,01/10/2024,10,2,6,85WW,Medium Term Loans,#VALUE!,"6,174,700",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0245002331,51,CL'B2' 5.27% BDS 04/10/30 GBP50000      ,n/a,4.52%,n/a,N,BL SUPERSTORES FINANCE PLC,SAINSBURY(J),Consumer Products,FTSE 100,01/03/2006,04/10/2030,25,10,397,49JC,Bonds,#VALUE!,"240,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIOW,GBP,GBP
XS0245004972,51,CL'B3' 5.578% BDS 04/10/30 GBP50000     ,n/a,4.52%,n/a,N,BL SUPERSTORES FINANCE PLC,SAINSBURY(J),Consumer Products,FTSE 100,01/03/2006,04/10/2030,25,10,397,49JD,Bonds,#VALUE!,"49,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIOW,GBP,GBP
XS1188116401,42,CLBL DL RG AC CP NTS 18/02/25 USD1000000,n/a,0.14%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,18/02/2015,18/02/2025,10,1,6,54PC,Medium Term Loans,#VALUE!,"16,258,048",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS1189268201,42,CLBL DL RG ACRL NTS 17/02/25 USD1000000 ,n/a,0.19%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,17/02/2015,17/02/2025,10,1,6,63SW,Medium Term Loans,#VALUE!,"6,502,796",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS1086150361,42,CLBL FR RG ACC NTS 24/07/24 USD200000   ,n/a,0.12%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,24/07/2014,24/07/2024,10,2,6,67JT,Medium Term Loans,#VALUE!,"11,760,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS1086880256,42,CLBL FXD FLT RT NTS 24/07/21 USD200000  ,n/a,0.12%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,24/07/2014,24/07/2021,7,2,6,67JS,Medium Term Loans,#VALUE!,"5,880,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS1190328655,42,CLBL FXD RT ACC NTS 20/02/25 USD200000  ,n/a,0.14%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,20/02/2015,20/02/2025,10,1,6,33WJ,Medium Term Loans,#VALUE!,"16,258,048",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0244893375,51,CL'C1' FLTG RATE BDS 04/10/30 GBP50000  ,n/a,4.52%,n/a,N,BL SUPERSTORES FINANCE PLC,SAINSBURY(J),Consumer Products,FTSE 100,01/03/2006,04/10/2030,25,10,397,49JE,Bonds,#VALUE!,"70,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIOW,GBP,GBP
XS0244894001,51,CL'D1' FLTG RATE BDS 04/10/30 GBP50000  ,n/a,4.52%,n/a,N,BL SUPERSTORES FINANCE PLC,SAINSBURY(J),Consumer Products,FTSE 100,01/03/2006,04/10/2030,25,10,397,49JF,Bonds,#VALUE!,"52,821,920",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIOW,GBP,GBP
XS0244892054,51,CL'M1' FLTG RATE BDS 04/10/30 GBP50000  ,n/a,4.52%,n/a,N,BL SUPERSTORES FINANCE PLC,SAINSBURY(J),Consumer Products,FTSE 100,01/03/2006,04/10/2030,25,10,397,49JB,Bonds,#VALUE!,"83,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIOW,GBP,GBP
XS1084961348,42,CLRD FLTG RTE NTS 17/07/24 EUR100000    ,n/a,0.20%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,17/07/2014,17/07/2024,10,2,6,71OP,Medium Term Loans,#VALUE!,"27,681,607",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0762846797,42,CMM GRWT PLN-6 NTS 10/09/18             ,n/a,0.54%,n/a,N,ROYAL BANK OF SCOTLAND PLC,ROYAL BANK SCOT,Financials,FTSE 100,08/10/2012,10/09/2018,6,4,13,15ND,Medium Term Loans,#VALUE!,"132,500",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0247168643,42,CMS & INFLATION LKD NTS 24/03/21 EUR    ,n/a,2.99%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,22/06/2006,24/03/2021,15,10,8,82OJ,Medium Term Loans,#VALUE!,"207,765,014",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0220808900,42,CMS ACCRUAL NTS 08/06/20 EUR10000       ,n/a,2.45%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,02/12/2005,08/06/2020,15,11,8,85YL,Medium Term Loans,#VALUE!,"3,419,002",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0250095097,42,CMS FLTG RATE NTS 12/04/21 EUR100000    ,n/a,2.76%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,12/04/2006,12/04/2021,15,10,148,65WJ,Medium Term Loans,#VALUE!,"20,724,015",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0531124633,42,CMS FRN 01/09/20 EUR1000                ,n/a,0.89%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,01/09/2010,01/09/2020,10,6,3,78FM,Medium Term Loans,#VALUE!,"8,257,652",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0563098614,42,CMS FRN 02/12/21 EUR50000               ,n/a,1.03%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,02/12/2010,02/12/2021,11,6,3,95EJ,Medium Term Loans,#VALUE!,"25,105,142",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0496268607,42,CMS FRN 26/03/20 EUR50000 3990          ,n/a,0.64%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,26/03/2010,26/03/2020,10,6,6,44MQ,Medium Term Loans,#VALUE!,"8,957,858",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0322102012,42,CMS LKD FLTG RATE NTS 02/10/17 EUR50000 ,n/a,4.79%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,03/10/2007,02/10/2017,10,9,3,54UM,Medium Term Loans,#VALUE!,"69,945,034",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,EUR,EUR
XS0213355174,42,CMS LKD FLTG RATE NTS 09/03/25 EUR10000 ,n/a,2.13%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,09/03/2005,09/03/2025,20,11,148,64XP,Medium Term Loans,#VALUE!,"83,070,048",UK,Europe,MISC,MISCELLANEOUS (NON QUOTED),DIPS,EUR,EUR
XS0216717974,42,CMS LKD FLTG RATE NTS 15/04/25 EUR10000 ,n/a,2.14%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,15/04/2005,15/04/2025,20,11,148,31ZV,Medium Term Loans,#VALUE!,"34,722,511",UK,Europe,MISC,MISCELLANEOUS (NON QUOTED),DIPS,EUR,EUR
XS0214054347,42,CMS LKD FLTG RATE NTS 17/3/25 EUR100000 ,n/a,2.14%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,17/03/2005,17/03/2025,20,11,148,40EO,Medium Term Loans,#VALUE!,"6,922,504",UK,Europe,MISC,MISCELLANEOUS (NON QUOTED),DIPS,EUR,EUR
XS0200785615,42,CMS LKD FLTG RATE NTS 20/9/24 EUR100000 ,n/a,2.12%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,20/09/2004,20/09/2024,20,12,148,72ZV,Medium Term Loans,#VALUE!,"75,058,957",UK,Europe,MISC,MISCELLANEOUS (NON QUOTED),DIPS,EUR,EUR
XS0312522450,42,CMS LKD FLTG RATE NTS 25/07/17 EUR50000 ,n/a,4.24%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,25/07/2007,25/07/2017,10,9,148,87QO,Medium Term Loans,#VALUE!,"2,353,576",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0323856210,42,CMS LKD FLTG RATE NTS 30/09/19 EUR50000 ,n/a,4.79%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,28/09/2007,30/09/2019,12,9,3,38DW,Medium Term Loans,#VALUE!,"169,322,906",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,EUR,EUR
XS0305575572,41,CMS LKD FLTG RATE SUB NTS 14/06/22 EUR  ,n/a,4.15%,n/a,N,ROYAL BANK OF SCOTLAND PLC,ROYAL BANK SCOT,Financials,FTSE 100,14/06/2007,14/06/2022,15,9,13,87ON,Medium Term Loans,#VALUE!,"203,385,011",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0208080472,42,CMS LKD FLTG RTE NTS 10/1/25 EUR10000   ,n/a,2.15%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,10/01/2005,10/01/2025,20,11,148,52QG,Medium Term Loans,#VALUE!,"70,355,005",UK,Europe,MISC,MISCELLANEOUS (NON QUOTED),DIPS,EUR,EUR
XS1183515508,42,CMS LKD FRN 19/02/30 EUR100000          ,n/a,0.05%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,19/02/2015,19/02/2030,15,1,6,75DY,Medium Term Loans,#VALUE!,"37,004,144",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS1057568369,42,CMS LKD FRN 23/04/29 EUR100000          ,n/a,0.33%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,23/04/2014,23/04/2029,15,2,6,93HE,Medium Term Loans,#VALUE!,"12,358,410",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0553806273,42,CMS LKD FRN 29/10/20 EUR50000           ,n/a,1.05%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,29/10/2010,29/10/2020,10,6,6,80AU,Medium Term Loans,#VALUE!,"4,368,923",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,EUR,EUR
XS0261762982,42,CMS LKD LOCK USD QUANTO EUR NT 1/8/21EUR,n/a,3.17%,n/a,N,ROYAL BANK OF SCOTLAND PLC,ROYAL BANK SCOT,Financials,FTSE 100,01/08/2006,01/08/2021,15,10,13,36TI,Medium Term Loans,#VALUE!,"10,245,006",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0241192896,42,CMS LKD NTS 01/02/26 EUR100000          ,n/a,2.55%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,01/02/2006,01/02/2026,20,10,148,65TD,Medium Term Loans,#VALUE!,"18,163,100",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0235874160,42,CMS LKD NTS 02/12/25 EUR50000           ,n/a,2.45%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,02/12/2005,02/12/2025,20,11,148,85YK,Medium Term Loans,#VALUE!,"10,257,007",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0242356292,42,CMS LKD NTS 03/02/16 EUR100000          ,n/a,2.57%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,06/02/2006,03/02/2016,10,10,3,49HT,Medium Term Loans,#VALUE!,"6,168,600",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0482783619,42,CMS LKD NTS 03/02/20 USD100000'3948'    ,n/a,0.21%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,03/02/2010,03/02/2020,10,6,6,60TG,Medium Term Loans,#VALUE!,"15,915,250",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0242655107,42,CMS LKD NTS 07/02/21 EUR50000           ,n/a,2.57%,n/a,N,ROYAL BANK OF SCOTLAND PLC,ROYAL BANK SCOT,Financials,FTSE 100,07/02/2006,07/02/2021,15,10,13,49IE,Medium Term Loans,#VALUE!,"6,854,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0221346041,42,CMS LKD NTS 09/06/25 EUR50000000        ,n/a,2.11%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,09/06/2005,09/06/2025,20,11,8,73GK,Medium Term Loans,#VALUE!,"34,372,506",UK,Europe,MISC,MISCELLANEOUS (NON QUOTED),DIPS,EUR,EUR
XS0273324045,42,CMS LKD NTS 14/04/25 USD100000          ,n/a,5.23%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,03/11/2006,14/04/2025,18,10,8,33IT,Medium Term Loans,#VALUE!,"6,400,509",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0231897801,42,CMS LKD NTS 14/10/25 EUR1000            ,n/a,2.19%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,14/10/2005,14/10/2025,20,11,148,73HS,Medium Term Loans,#VALUE!,"33,922,521",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0552578923,42,CMS LKD NTS 29/10/20 EUR50000           ,n/a,1.05%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,29/10/2010,29/10/2020,10,6,6,80AN,Medium Term Loans,#VALUE!,"36,436,820",UK,Europe,CRTR,CORP.RETAIL DEBT REG.MKT.TD/RP,UIDR,EUR,EUR
XS0315013770,42,CMS LKD NTS 31/08/17 EUR50000           ,n/a,4.74%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,31/08/2007,31/08/2017,10,9,8,71CQ,Medium Term Loans,#VALUE!,"670,450",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0215400481,42,CMS LKD RANGE ACCRL BDS 30/3/20 EUR     ,n/a,2.99%,n/a,N,ROYAL BANK OF SCOTLAND PLC,ROYAL BANK SCOT,Financials,FTSE 100,21/06/2006,30/03/2020,14,10,13,82NT,Medium Term Loans,#VALUE!,"27,702,002",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0234220696,42,CMS LKD RGE ACC NTS 9/11/17 EUR250000   ,n/a,2.31%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,09/11/2005,09/11/2017,12,11,148,57JI,Medium Term Loans,#VALUE!,"13,619,005",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0568877095,42,CMS LKD SECS 30/03/21 EUR1000           ,n/a,1.24%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,31/03/2011,30/03/2021,10,5,3,46VA,Medium Term Loans,#VALUE!,"7,906,718",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0353467243,41,CMS LKD SUBORD NTS 20/03/18 EUR50000    ,n/a,4.67%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,20/03/2008,20/03/2018,10,8,3,68BV,Medium Term Loans,#VALUE!,"106,279,916",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0342861670,41,CMS LKD SUBORD NTS 25/1/18 EUR50000     ,n/a,4.38%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,28/01/2008,25/01/2018,10,8,3,46VT,Medium Term Loans,#VALUE!,"74,492,557",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0282030047,42,CMS LKD TRIGGER RED NTS 24/01/17 USD    ,n/a,5.24%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,24/01/2007,24/01/2017,10,9,6,83CP,Medium Term Loans,#VALUE!,"5,097,230",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0220362460,42,CMS LKD VAR CPPD RATE NTS 8/6/20 EUR    ,n/a,2.12%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,07/06/2005,08/06/2020,15,11,148,40IC,Medium Term Loans,#VALUE!,"37,122,306",UK,Europe,MISC,MISCELLANEOUS (NON QUOTED),DIPS,EUR,EUR
XS0213297541,42,CMS SPREAD LKD NTS 21/3/25 EUR100000    ,n/a,2.14%,n/a,N,HBOS TREASURY SERVICES PLC,LLOYDS GRP.,Financials,FTSE 100,21/03/2005,21/03/2025,20,11,148,40FK,Medium Term Loans,#VALUE!,"17,306,260",UK,Europe,MISC,MISCELLANEOUS (NON QUOTED),DIPS,EUR,EUR
XS0250110151,42,CMS SPREAD NTS 06/04/21 USD100000       ,n/a,2.76%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,29/07/2008,06/04/2021,13,8,8,59GE,Medium Term Loans,#VALUE!,"50,457,407",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0302353718,42,CMS SPREAD RNG ACCR NTS 29/5/35 EUR     ,n/a,4.12%,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,31/05/2007,29/05/2035,28,9,8,91RT,Medium Term Loans,#VALUE!,"4,098,302",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0765296123,42,COLLAR NTS 04/04/17 SEK1000000          ,n/a,n/a,n/a,N,ROYAL BANK OF SCOTLAND GROUP PLC,ROYAL BANK SCOT,Financials,FTSE 100,04/04/2012,04/04/2017,5,4,79,43EA,Medium Term Loans,#VALUE!,"2,805,497",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,SEK,SEK
XS1278126245,42,COLLARED CMS FRN 20/08/35 EUR100000     ,n/a,-0.03%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,20/08/2015,20/08/2035,20,1,6,93GJ,Medium Term Loans,#VALUE!,"7,144,899",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS1089903923,42,COLLARED FLTG RTE NTS 21/07/24 EUR100000,n/a,0.20%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,21/07/2014,21/07/2024,10,2,6,52UW,Medium Term Loans,#VALUE!,"1,187,266",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS1114218891,42,COLLARED FRN 02/10/24 EUR100000         ,n/a,0.08%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,02/10/2014,02/10/2024,10,2,6,86BZ,Medium Term Loans,#VALUE!,"16,430,504",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS1114936773,42,COLLARED FRN 02/10/24 EUR100000         ,n/a,0.08%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,02/10/2014,02/10/2024,10,2,6,86CA,Medium Term Loans,#VALUE!,"1,173,607",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0602978867,42,COLLARED FRN 06/07/16 SEK500000         ,n/a,n/a,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,06/07/2011,06/07/2016,5,5,3,95TB,Medium Term Loans,#VALUE!,"1,287,388",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,SEK,SEK
XS0628126640,42,COLLARED FRN 09/09/16 USD150000         ,n/a,0.26%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,09/09/2011,09/09/2016,5,5,3,11BQ,Medium Term Loans,#VALUE!,"5,882,940",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
XS0548462588,42,COLLARED FRN 15/12/15 GBP               ,n/a,1.09%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,16/12/2011,15/12/2015,4,5,3,48IU,Medium Term Loans,#VALUE!,"625,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS1079008378,42,COLLARED FRN 19/06/20 GBP100000         ,n/a,0.55%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,19/06/2014,19/06/2020,6,2,6,43QC,Medium Term Loans,#VALUE!,"1,600,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0548004281,42,COLLARED FRN 22/10/20 EUR50000          ,n/a,1.03%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,22/10/2010,22/10/2020,10,6,3,45OT,Medium Term Loans,#VALUE!,"1,772,425",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0586197443,42,COLLARED FRN 29/04/16 GBP1000           ,n/a,0.80%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,05/05/2011,29/04/2016,5,5,3,47EU,Medium Term Loans,#VALUE!,"2,500,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0565410809,42,COMMODITY IDX LKD NTS 21/3/17 GBP1      ,n/a,0.78%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,04/01/2011,21/03/2017,6,5,3,95GU,Medium Term Loans,#VALUE!,"4,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0533967393,42,COMMODITY ILN 21/11/16 GBP1             ,n/a,0.75%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,10/09/2010,21/11/2016,6,6,3,94VX,Medium Term Loans,#VALUE!,"3,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0568926645,42,COMMODITY ILN 22/05/17 GBP1             ,n/a,0.78%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,07/03/2011,22/05/2017,6,5,3,95XX,Medium Term Loans,#VALUE!,"3,000,000",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,GBP,GBP
XS0385689145,42,COMMODITY ILN 31/10/18 EUR1000          ,n/a,5.38%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,10/10/2008,31/10/2018,10,8,3,52XV,Medium Term Loans,#VALUE!,"4,155,488",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0702030494,42,COMMODITY LKD NTS 08/11/16 EUR100000    ,n/a,1.04%,n/a,N,LLOYDS BANK PLC,LLOYDS GRP.,Financials,FTSE 100,16/02/2012,08/11/2016,5,4,6,51LF,Medium Term Loans,#VALUE!,"41,819,600",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,EUR,EUR
XS0381714616,42,COMMODITY LKD NTS 31/08/18 USD1000      ,n/a,2.86%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,15/08/2008,31/08/2018,10,8,3,51DA,Medium Term Loans,#VALUE!,"5,358,800",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
US44328MAR51,42,CR LKD NTS 21/01/16()RUSS FED)RUB3000000,n/a,n/a,n/a,N,HSBC BANK PLC,HSBC HLDGS.UK,Financials,FTSE 100,26/09/2011,21/01/2016,4,5,8,12BS,Medium Term Loans,#VALUE!,"30,335,222",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,RUB,RUB
XS0743091430,42,CRED LKD NTS 10/04/2017 ZAR10000000     ,n/a,n/a,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,11/04/2012,10/04/2020,8,4,3,43GM,Medium Term Loans,#VALUE!,"19,066,794",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,OTH,ZAR
XS0568922818,42,CREDIT LKD FR SECS 4/3/21 USD GSN303057 ,n/a,0.24%,n/a,N,BARCLAYS BANK PLC,BARCLAYS,Financials,FTSE 100,07/03/2011,04/03/2021,10,5,3,95YL,Medium Term Loans,#VALUE!,"4,356,601",UK,Europe,CWTR,CORPORATE WSALE.DBT.REG.MKT.TR,UIDW,USD,USD
